Author,Comment,PublishedAt
@UmbiAnksh,taukah dirimu betapa diriku merindukanmu hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-06-26T15:55:34Z
@AbdKarimSutanto,lagu sejuta kenangan di tahun 2022,2023-06-26T08:14:12Z
@fa_fa9972,otw 49jt bisa yuuuu gass poooll moo,2023-06-26T01:59:09Z
@mhmmdikhpan6252,kereng banget lohh ka makasi uda nenemin hariku jadi mudah,2023-06-25T22:26:27Z
@federicopeter2531,kamu gak salah kok yg salah aku yg terlalu berlebihan mencintaimu,2023-06-25T18:14:08Z
@aleeshazahra-fm2bg,teringat mantan,2023-06-25T13:02:42Z
@nengyiyiwidianingsih5489,untuk faisal mamah rindu nak smg kelak keluarga kita bisa berkumpul bersama di surga nya allah,2023-06-25T11:33:58Z
@windrijayani,48jt,2023-06-25T04:38:13Z
@riskifauziahafni6367,aku pun gak tau ntah apa yng mau di galaukansementara putar janji setia tu berasa galau padahal gak ada yng di sedihkanada yng sama gak kayak aku we,2023-06-25T03:34:11Z
@merlindamawar5859,jomblo menangis melihat ini,2023-06-25T00:45:50Z
@UmbiAnksh,hujan turun mewakili hati terpa angin gambarkan resahku namun kini pelangi datang menyinari kita,2023-06-24T16:41:22Z
@muhchairulabrarrukka263,,2023-06-24T15:01:48Z
@Ilham23Channel,aku saat ini sudah tidak percaya cinta semenjak di tinggal selamanya oleh ayah dan ibuku serta di tinggal ibunya anakanakku,2023-06-24T14:56:56Z
@ibnurusadi1830,q rindu rasullullah,2023-06-24T13:51:22Z
@bosokers1445,ak masih berharap mereka masih bersama,2023-06-24T05:27:36Z
@sadewomutu4746,i love you auliyaa eka dewanti,2023-06-23T15:42:24Z
@wh109,ini video termasuk ngebut ya dibanding mv tiara yg lain dah mau 50juta aja,2023-06-23T12:17:22Z
@rizkatahir1371,gw baru tau kalo alshat ahmad yg di dalam video,2023-06-23T06:32:59Z
@lark5569,i love you tiara,2023-06-23T02:12:32Z
@Leksmou,tak kira raisa,2023-06-23T00:45:58Z
@csmchannel,tertahan karna ego setia,2023-06-22T12:04:17Z
@agustina6461,saat pacaran aja bisa berpalink gmn klo pas jadi istri nya bisa bom hitoshima terulang lagi,2023-06-22T11:44:39Z
@lukmanatuatutujuh6078,gimana nasib macannya tiara,2023-06-22T07:22:44Z
@heraaa99,login,2023-06-22T00:14:44Z
@rizkyfidiansyah2768,gas 49 jt moo sambil up lagu tega,2023-06-22T00:06:47Z
@aziziarsyad9701,bagus banget suara bebeb aku niii,2023-06-21T05:39:40Z
@radiussuryaprawira9228,suka banget lagunya,2023-06-21T05:34:16Z
@ekafahmirahmawati2973,bismillah semoga kita bisa lbh deket ya yank lbh pnya waktu buat aku dan anak smoga jarak dan waktu hanya memisahkan sebentar saja smoga ldm an ini gak akan selamanya aku ga sanggup lama gini pengen nangis maaf ya klo cengeng tp aku perlu kehadiran mu yank,2023-06-20T11:55:07Z
@laelinurhilal9224,saking ngena nya tiap denger lagu ini suka nangis kangen ayang,2023-06-20T07:52:41Z
@alsyamikacintaqu6718,tau kah dirimu betapa diriku merindukanmu hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-06-19T20:14:00Z
@alsyamikacintaqu6718,penambahan view hari ini 84294,2023-06-19T20:11:10Z
@alsyamikacintaqu6718,assalamualaikum sayang selamat utk kita ya selamat atas datang nya 19 hari jadi kita yg 42 happy anniversary cintanya akumau datang ke rumah kita sepertinya lgi di private gak ketemu aku cari dan ahirnya aku pilih disini aku tinggalin jejak nya sekali lgi happy anniversary dia dan harapan bismillah bahagia milik kita dan slu dlm lindungan serta rahmat nya sehat slu dan slu terlimpah rahmat serta nikmat dan karunianya yg indah dari nya satu lagi bismillah kau dan aku dlm fayakun nyaamin ya rob luvu kesayanganku slu utk selamanya kau telah ku miliki tak akan pernah ku lepas lagi 19122023 0006 wib,2023-06-18T17:07:15Z
@nonvevie5368,selesai syuting mv ini si alshad pergi kencan ama mantan nya ampe si mantan hamil lol,2023-06-18T05:14:14Z
@ayulestarimeilinda2488,lagi ldr denger lagu iniapa ga makin galau brutal,2023-06-18T04:29:13Z
@viviprastari97,seneng banget ngeliat mereka berdua tapi sekarang ikutan ngerasain sad nya kamu kuat ty,2023-06-18T01:14:24Z
@syariatulhasanah3100,gass 50 juta,2023-06-18T00:27:50Z
@aulyfiasoffyyatul288,,2023-06-17T10:09:30Z
@aseprangga130,hujan lebat banget mendengarkan lagu yg janji setia hujan turun mewakili hati sumedang jawa barat sabtu 17 juni 2023 jam 1503,2023-06-17T08:03:39Z
@GustiBagus-dt3du,tiada tanding sih lagunya,2023-06-17T07:38:15Z
@delimapanjaitan7573,tiada,2023-06-17T00:27:12Z
@eyssryn,kini aku mengerti semua ini terjadi tak dipungkiri hanya kamu yang kumiliki bumi di kala sunyi kamu takkan sendiri aku di sini menantimu kembali andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janganlah kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh namun kini pelangi dan kini pelangi datang menyinari kita hooh merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati merindukan hadirmu ada di sini percayalah oh kasihku jarak dan waktu tak mampu menghapus janji setia menjaga hati hoohohho,2023-06-16T14:19:15Z
@anksh19indahpadawaktunya44,wow udah 48 jt aja nich janset gas moo 2 jt lgi menuju 50 jt penambahan view hari ini 84331 kemarin 93157,2023-06-15T21:29:21Z
@nadakadevi8862,sayang banget padahal mv nya sebgus itu,2023-06-15T14:40:13Z
@GustiBagus-dt3du,lagu titi paling aku suka banget,2023-06-15T13:21:14Z
@fuadson65,kukira raisa,2023-06-15T09:10:33Z
@diarigim9679,pom pom girl,2023-06-15T07:35:07Z
@afriawankadritutorial476,reffnya bikin ku rindu anakku yg lg di kampung gara2 aku kerja sama istriku di kota,2023-06-15T07:12:18Z
@danilzulani,menunggu mv ini diremake,2023-06-15T06:22:35Z
@sandikaaldiro,aku ttp menantimu kembali,2023-06-15T04:51:14Z
@muhammadhevrykurniawan4217,vibes kepada kekasih vibes kepada rasul,2023-06-15T01:44:00Z
@ellinaprianti8419,semga hari in jenset bisa mencapai 48jt aamiin bismillah,2023-06-15T01:34:46Z
@denitaputriana197,awali hari dengan janji setia,2023-06-14T23:58:26Z
@susipraja9146,yahhhh udahh janji bakal setia malah ada rilis lagu tegaaaa,2023-06-14T17:08:20Z
@dausfirdaus8627,mantapppppp,2023-06-14T00:07:19Z
@user-cb5mr7vk5b,balesannya tega ya dia,2023-06-13T05:20:23Z
@reginaauliaputri1526,lagunya bener cocok sama kaum ldr sprti aku dan suami,2023-06-12T12:00:43Z
@SecretAdmirer07,akankah janji setia ini benar2 dijalani oleh mereka patut ditunggu kelanjutan kisahnyaa,2023-06-12T05:23:40Z
@Brayly..,gegara lagu tega gua jadi cari tau lagu ini,2023-06-12T02:34:40Z
@anikaangela1927,kini aku mengerti smua ini terjadi tak di pungkiri hanya kamu yang aku miliki bumi dikala sepi kamu tak akan sendiri aku disini menanti mu kembali andai saja ku bisa genggam tanganmu tak kan ada kata rindu didalam hatiku luvu kesayanganku sh nya aku,2023-06-11T19:27:08Z
@anikaangela1927,tenang dan nyaman disini serasa di nyanyiin oleh titi taukah dirimu betapa diriku merindukanmu hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-06-11T19:25:09Z
@turu7176,232,2023-06-11T16:47:01Z
@anikaangela1927,penambahan view hari ini 104857 kemarin 95591 alhamdulillah 100 rb lebih penambahan view hariannya kunci ya moo di 100 rb biar cepet 50 jt,2023-06-11T16:46:30Z
@bangcal7231,258,2023-06-11T14:00:37Z
@Ms.Dear9690,tiaraalshad apakabar skg,2023-06-11T13:10:16Z
@dejavutrio-tx8uc,janji setiaa,2023-06-11T07:50:39Z
@hermanaja2994,lagu ny sesuai dengan perjalanan percintaan tiara andini,2023-06-11T07:43:09Z
@anikaangela1927,kini aku mengerti smua ini terjadi tak di pungkiri hanya kamu yang aku miliki bumi di kala sepi kamu tak akan sendiri aku disini menanti mu kembali andai saja ku bisa genggam tanganmu tak khan ada kata rindu didalam hatiku taukah dirimu betapa diriku merindukanmu hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati luvu biii sh nya aku 11062023 0912 wib,2023-06-11T02:13:19Z
@niaarsiskawaty1009,,2023-06-10T23:41:48Z
@anikaangela1927,taukah dirimu betapa diriku merindukanmu hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-06-10T19:08:01Z
@firmansopandi446,yg kesini karna kangen liat mereka b2,2023-06-10T14:56:25Z
@redmoon5314,aku sayang kamu berat keputusan berpisah seperti ini sayang tp aku gak mau menghambat masa depan mu bahkan merusak hubungan mu dan ortu mu dengan memilih ku karna kita pun tak seamin bukan aku tak mencinta takdir yg tak merestui kita jgn salahkan perasaan ini aku sudah merelakan raga mu tapi tidak dengan kenangan ini biarlah abadi dalam sepi e2023 june,2023-06-10T02:20:19Z
@mum2721,,2023-06-09T15:25:14Z
@user-bb4rh7we5g,21,2023-06-09T12:51:02Z
@mumthazacaca8279,rbyunmhf,2023-06-09T03:11:34Z
@mumthazacaca8279,,2023-06-09T03:10:15Z
@mizzzavjazz4460,i love this song so muchtq tiara,2023-06-09T01:50:31Z
@bidangpajakdaerah8140,nice,2023-06-09T01:22:04Z
@zulfarosyadah4972,sedih bgt ngrewatch ini,2023-06-08T14:04:51Z
@SukaMusik112,kangen alshad tiara mama selen papa selen,2023-06-08T13:08:12Z
@juwitaaprillia_8433,ti gua kangen kalian kek gini lagi ga bosenbosen nontonin mv yang satu ini sukses buat kalian,2023-06-08T03:04:58Z
@muazzam8137,terus berkarya mbak mahalini jaga kesehatan ya dan jangan lupa sedekah kpd yg membutuhkan,2023-06-07T16:41:26Z
@ardifirmansyah4647,jika bersamaku adalah luka pamitlah temukan dia yg kau sebut bahagia,2023-06-07T16:10:32Z
@hehehe3029,tega r,2023-06-07T13:57:18Z
@rekamjejak8969,astaqfirullah ya tuan yesus,2023-06-07T07:46:50Z
@rizkyfidiansyah2768,gas 48 jt sambil up lagi tega moo,2023-06-07T03:18:52Z
@AudreyBagus-sg6fq,gua laki bet asli tapi begitu denger lagu ini dimotor auto nangis sesenggukan lagunya bener bener relate sm kehidupan gue skrg karna gue punya janji sama alm nyokap dan gue bener bener rindu sm alm nyokap pengen bisa gandeng dan genggam tanganya lagi kaya dulu thankyou tiara andini lagu ini adalah lagu paling indah buat gue u re the best,2023-06-07T00:29:14Z
@RismaWati-is1cd,kasian yaa se andainya mau sm andres pasti bahagia kyk lili dan mahal ini malah milih alzad,2023-06-06T13:08:18Z
@syariatulhasanah3100,47m keren,2023-06-06T12:09:39Z
@andikajulian93,254 part paling the best,2023-06-06T09:46:32Z
@surya_pratama10,tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati keep streaming mootiara bali 06062023,2023-06-06T06:40:05Z
@krisfiyan2148,5623 47 juta views,2023-06-05T15:40:15Z
@vearlyanaayu2917,47m,2023-06-05T06:48:30Z
@myangelalsyamika2522,15 rb menuju 46 jt view,2023-06-04T15:41:42Z
@anikaasmaraangelika6191,percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati luvu biii sh nya aku,2023-06-04T13:14:41Z
@haniayumaharani1813,kangen liat kalian lagi aku puter lagu ini untuk liat kalian,2023-06-04T06:50:38Z
@melindaamaliaputri9527,besok ldr lagi sama dia,2023-06-04T06:21:55Z
@fa_fa9972,otw 47jt lanjuuut gasss trs tega,2023-06-04T05:42:56Z
@didifhanan8833,malah nyesek nonton mv ini trz nonton mv mentega,2023-06-03T13:39:48Z
@fadilahdilah6075,cocok banget buat kaum ldran kek aku,2023-06-03T13:04:04Z
@topankripsiarto5462,suaranya lembut,2023-06-03T12:45:27Z
@AbdKarimSutanto,sampai sekarang masih nemu aja orang awam yang ngira lagulagu tiara itu dikira lagu raisa karena suara mereka mirip sama halnya banyak orang yg sulit membedakan suara rossa dan siti nurhaliza meski suara tiara dan raisa mirip tapi kalau sering dengar pasti bisa bedakan mana yg tiara dan mana yg raisa pokoknya suara tiara husky voicenya lebih halus,2023-06-03T12:26:22Z
@wildaanggun1659,gimana perasaan tiara setiap nyanyi lagu ini sesakit itu pasti krn ingat alshad,2023-06-03T10:13:56Z
@IgaLesty,habis dengerin lagu tega trus janji setia,2023-06-03T03:27:12Z
@IdaSuprapto-oy4pj,sudah ke spill ya di singel tega siapa sebenarnya dan bagaimana jalan ceritanya sedih terus berkarya tiara you deserved the best from allah,2023-06-02T23:22:49Z
@siskazanjuma9570,tata rambut dan syal di mv terbaru tiara,2023-06-02T18:29:02Z
@Algian48,gak ngefansngefansnan tapi emang ni anak selalu bisa ngasih nyawa di setiap lagu deep ngena bikin yang dengar kayak di belaibelai lembut sampai tidur gak perlu teriak teriak tapi gak ada nyawa bikin telinga congean,2023-06-02T12:46:06Z
@sitirofiah7470,semangat tiara gapai citamu setinggi mungkin jangan silau dg ap yg menyilaukan km sampai km bs lupa diri semoga sukses terus dan selalu dlm lindungan allah swtdijauhkan dr orang yg munafikorang yg menjahati km amiiin,2023-06-02T10:55:29Z
@danzd2186,lagu masterpiece nya tiara android,2023-06-02T06:51:43Z
@girlyclashofclans,pengen dibuatin lagu ttg seroang wanita yang suka sama lelaki tapi ternyata si lelaki udah punya pacar tapi si lelaki ini suka juga sama si wanita tapi sayang si lelakinya malu ngungkapin dan si wanita cuma bisa nahan sedih karena tau kalo si lelaki udh punya pacar posisi aku ginii,2023-06-02T06:20:27Z
@yulikarmentz6163,mba mentega emg gurih,2023-06-02T05:59:54Z
@denitaputriana197,selalu dengerin ini setiap harinya,2023-06-02T02:37:55Z
@medjourneycenter1570,mondarmandir janji setia cintanya aku usai tega,2023-06-02T01:48:37Z
@medjourneycenter1570,bermula dari janji setia ini lahirlah tega iya tega bangettt itu orang janji setia dibikin usai,2023-06-02T01:47:26Z
@dianaramadhani7507,aku juga lagi ldr sama yang tertulis di lauhul mahfudz,2023-06-02T00:35:47Z
@sugionoputra6168,jangan mudah percaya sama janji orang,2023-06-01T21:03:26Z
@maslianibutarbutar588,syal yang di pake titi sama kayak yang ada mv tega kan pas bagian titi marah karena pacarnya selingkuh,2023-06-01T19:21:07Z
@pengagumrahasia8602,meskipun tega sudah release tetep bolak balik buat streaming karya karya indah dari tiara semua lagu mya enak semua,2023-06-01T18:38:34Z
@libraboys2562,ayokkk mampir ke lagu baru tiara tega enakkk banget sampe nyesekk gitu liriknya,2023-06-01T17:38:41Z
@mermaidcangtip,vibesnya 2022 bgt,2023-06-01T15:47:44Z
@RosAti-js6um,watur suwun,2023-06-01T10:52:26Z
@RosAti-js6um,upppss,2023-06-01T10:52:01Z
@RosAti-js6um,be grazy guy,2023-06-01T10:51:36Z
@RosAti-js6um,be nonsen,2023-06-01T10:51:09Z
@RosAti-js6um,mana adanya orang pinginkn seprti diriku yang tahukn mnyakiti mu,2023-06-01T10:50:03Z
@RosAti-js6um,lucukn dirimu inikan,2023-06-01T10:49:22Z
@RosAti-js6um,,2023-06-01T10:49:05Z
@fanisafitriantiputri3802,,2023-06-01T08:58:13Z
@Sheila05Sheila,mau meninggalkan kenangan di juni 2023 lagu mengena sekali gambaran tahun ini hamil muda dan suami ditugaskan ke papua semoga tahun depan bisa bertemu kembali dengan keadaan sehat aamiin,2023-06-01T01:03:26Z
@chell198,,2023-05-31T20:04:47Z
@sakhihafizzah8127,langsung keinget mantan,2023-05-31T15:30:04Z
@noraisyah7601,kangen ama mereka berdua makanya kesini lagisemoga mereka d berikan yg terbaiktuhan tau yg baik buruk bagi kalianmaafin aq yg masih belum bisa move on sama kalian ber2,2023-05-31T02:13:59Z
@budiawan2379,kita hanya terpisahkan oleh jarak tapi kita udah janji setia selalu menjaga hatii,2023-05-30T14:20:40Z
@Ghaska,janji setia yang telah usai,2023-05-30T13:27:31Z
@lutvianachrystie9563,dengerin kalo lagi kangen auto mewek lagi hamilldr sama suami,2023-05-30T10:55:52Z
@masakecilku7249,lyodra memang top dipanggung tapi masalah karya tiara lebih bagus,2023-05-29T21:14:35Z
@ADEL-uv4ug,ak kgn bgt sm km tpi km udh sm yg lain wkwk emng udh jlnnya gni kali ya hhe,2023-05-29T05:53:39Z
@komanglina-ov9nf,lagu ini sangat bagus banget bikin saya jadi keinget mantan saya andai saja bisa di ulang liriknya bikin sedihh,2023-05-29T00:23:28Z
@andriliem3233,kenapa ga di sensor ya char priadi video clip,2023-05-28T23:17:16Z
@afivaatslha9290,sumpah gue kangen bgt sm mama papa selennn balik lg dong,2023-05-28T14:35:22Z
@lialia8990,gimana sebenarnya hubungan mereka sekarang,2023-05-28T07:23:33Z
@anikaangela1927,taukah dirimu betapa diriku merindukanmu hadirmu ada di sini,2023-05-27T16:20:15Z
@anikaangela1927,percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati luvu biii sh nya aku,2023-05-26T21:35:41Z
@anikaangela1927,penambahan view hari ini 94122 kemarin 94112,2023-05-26T21:32:57Z
@animalcute810,udah 46jt aja inih dari awal denger sampe sekarang tetep ga ada bosenya,2023-05-26T11:45:47Z
@syahrillutfi3158,inget oma nanakot,2023-05-26T07:26:13Z
@hannisafira4596,klip nya sma alshad skrg dh putus,2023-05-26T04:27:42Z
@TumilaWati-ph5vc,suka,2023-05-25T08:36:21Z
@enjoythevideo7416,make it 50m as fast as possible yuk,2023-05-25T01:29:14Z
@daranethasa5644,gw kangen kalian woyy,2023-05-24T16:38:55Z
@anikaangela1927,selamat utk 47 jt nya smoga konsisten biar cepet 50 jt,2023-05-24T15:18:14Z
@krisfiyan2148,24523 46 juta views,2023-05-24T14:52:07Z
@user-oz4lp9bt8k,setelah 1 th dan gw baru tau ini lagu tiara selama ini gw kira rasa yg nyanyi mirip banget,2023-05-24T01:59:04Z
@anikaangela1927,andai saja ku bisa genggam tanganmu tak ada kata rindu didalam hatiku taukah dirimu betapa diriku merindukanmu hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-05-24T00:15:13Z
@anikaangela1927,penambahan view hari ini 84832 kemarin 78761 buletin moo jadiin 100 rb24 jam biar masuk 100 teratas musik video populer indonesia,2023-05-24T00:14:27Z
@sparkfly89,jangan pernah menjadi pelangi kepada orang yang buta warna,2023-05-23T12:11:23Z
@humanwolf288,pas mampir kemari ternyata bnyk warga halu nyuruh2 titi come back,2023-05-23T11:26:08Z
@putropendowoofficial7313,maaf saya kesini karena ada corolla dx wkwkwk,2023-05-23T09:27:06Z
@rizkyfidiansyah2768,gas 46 jt sambil up glorious ltz,2023-05-23T06:12:27Z
@Cc-fh2rq,taukah dirimu betapa diriku merindukan hadirmu ada di sini,2023-05-23T01:59:29Z
@ekandarisiwihutami1644,salfok sama mobil dx sepertibyg kupunya dulu,2023-05-22T23:18:55Z
@ashasfr7034,masya allah enak x lagunyamerdu bangeettbening yaallah tiara the bestmenyentuh banget suaranya,2023-05-22T18:02:29Z
@watashianimek_,ad papahny jinora eshan dan selen nihh jinora cntk dan gntng bgt si papa sm mam eshan iylh papa mama gw tuh selen dihh it cuma papa sm mama ak seorang wlee jinora dan eshan said yeuuu si bocil,2023-05-22T15:13:43Z
@UmbiAnksh,45831810 x ditonton 2136 wib 22052023 570 rb like 89 rb komen 222 jt subscriber,2023-05-22T14:36:57Z
@UmbiAnksh,yuuuk janset tunjukan pesona mu awas cinta nya aku udah geser posisi mendi di top 5 single populer spotify bentar lgi bakal geser dirimu dan mbak meren lomangat janset yuuuk naik lgi,2023-05-22T14:32:25Z
@Evhoykahfi-fs9vx,kangen kalian,2023-05-22T02:38:40Z
@Evhoykahfi-fs9vx,kangen sama kalian sedih aku tuh kalau kalian pisah,2023-05-22T02:38:17Z
@salwa3707,pengen ngeliat kk titi colab sama kk alsadddd,2023-05-21T23:52:54Z
@feriocivic7041,boyo,2023-05-21T16:14:19Z
@husainazis5547,janji setia lirik kini aku mengerti semua ini terjadi tak dipungkiri hanya kamu yang kumiliki bumi di kala sunyi kamu takkan sendiri aku di sini menantimu kembali andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janganlah kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh namun kini pelangi dan kini pelangi datang menyinari kita hooh merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati merindukan hadirmu ada di sini percayalah oh kasihku jarak dan waktu tak mampu menghapus janji setia menjaga hati hoohohho sumbermusixmatch,2023-05-21T03:01:32Z
